Arizona,Willie Bloomquist
Arizona,Aaron Hill
Arizona,Justin Upton
Arizona,Jason Kubel
Arizona,Paul Goldschmidt
Arizona,Miguel Montero
Arizona,Chris Johnson
Arizona,Gerardo Parra
Arizona,Chris Young
Arizona,Henry Blanco
Arizona,Wil Nieves
Arizona,Cody Ransom
Arizona,John McDonald
Arizona,Ryan Wheeler
Arizona,Jacob Elmore
Arizona,A.J. Pollock
Arizona,Adam Eaton
Arizona,Ian Kennedy
Arizona,Trevor Cahill
Arizona,Wade Miley
Arizona,Patrick Corbin
Arizona,Daniel Hudson
Arizona,Brad Ziegler
Arizona,David Hernandez
Arizona,Matt Albers
Arizona,Bryan Shaw
Arizona,J.J. Putz
Arizona,Matt Lindstrom
Arizona,Mike Zagurski
Arizona,Josh Collmenter
Atlanta,Michael Bourn
Atlanta,Martin Prado
Atlanta,Jason Heyward
Atlanta,Chipper Jones
Atlanta,Freddie Freeman
Atlanta,Brian McCann
Atlanta,Dan Uggla
Atlanta,Andrelton Simmons
Atlanta,Paul Janish
Atlanta,Dave Ross
Atlanta,Lyle Overbay
Atlanta,Eric Hinske
Atlanta,Juan Francisco
Atlanta,Tyler Pastornicky
Atlanta,Jeff Baker
Atlanta,Reed Johnson
Atlanta,Matt Diaz
Atlanta,Paul Maholm
Atlanta,Mike Minor
Atlanta,Tommy Hanson
Atlanta,Tim Hudson
Atlanta,Randall Delgado
Atlanta,Brandon Beachy
Atlanta,Chad Durbin
Atlanta,Jonny Venters
Atlanta,Eric O'Flaherty
Atlanta,Craig Kimbrel
Atlanta,Cristhian Martinez
Atlanta,Kris Medlen
Atlanta,Miguel Batista
Baltimore,Nick Markakis
Baltimore,J.J. Hardy
Baltimore,Nate McLouth
Baltimore,Adam Jones
Baltimore,Matt Wieters
Baltimore,Mark Reynolds
Baltimore,Chris Davis
Baltimore,Wilson Betemit
Baltimore,Manny Machado
Baltimore,Robert Andino
Baltimore,Taylor Teagarden
Baltimore,Jim Thome
Baltimore,Omar Quintanilla
Baltimore,Ryan Flaherty
Baltimore,Endy Chavez
Baltimore,Wei-Yin Chen
Baltimore,Joe Saunders
Baltimore,Randy Wolf
Baltimore,Jason Hammel
Baltimore,Tommy Hunter
Baltimore,Jake Arrieta
Baltimore,Brian Matusz
Baltimore,Chris Tillman
Baltimore,Miguel Gonzalez
Baltimore,Jim Johnson
Baltimore,Pedro Strop
Baltimore,Darren O'Day
Baltimore,Luis Ayala
Baltimore,Troy Patton
Baltimore,Kevin Gregg
Boston,Jacoby Ellsbury
Boston,Dustin Pedroia
Boston,David Ortiz
Boston,Cody Ross
Boston,James Loney
Boston,Jarrod Saltalamacchia
Boston,Will Middlebrooks
Boston,Ryan Sweeney
Boston,Daniel Nava
Boston,Pedro Ciriaco
Boston,Mike Aviles
Boston,Ryan Lavarnway
Boston,Danny Valencia
Boston,Mauro Gomez
Boston,Scott Podsednik
Boston,Carl Crawford
Boston,Jon Lester
Boston,Clay Buchholz
Boston,Felix Doubront
Boston,Aaron Cook
Boston,Daisuke Matsuzaka
Boston,Daniel Bard
Boston,Alfredo Aceves
Boston,Craig Breslow
Boston,Vicente Padilla
Boston,Andrew Miller
Boston,Scott Atchison
Boston,Mark Melancon
Boston,Franklin Morales
Boston,Junichi Tazawa
ChiCubs,David DeJesus
ChiCubs,Starlin Castro
ChiCubs,Anthony Rizzo
ChiCubs,Alfonso Soriano
ChiCubs,Bryan LaHair
ChiCubs,Steve Clevenger
ChiCubs,Welington Castillo
ChiCubs,Darwin Barney
ChiCubs,Luis Valbuena
ChiCubs,Ian Stewart
ChiCubs,Josh Vitters
ChiCubs,Joe Mather
ChiCubs,Adrian Cardenas
ChiCubs,Tony Campana
ChiCubs,Brett Jackson
ChiCubs,Jeff Samardzija
ChiCubs,Travis Wood
ChiCubs,Chris Volstad
ChiCubs,Matt Garza
ChiCubs,Justin Germano
ChiCubs,Chris Rusin
ChiCubs,Shawn Camp
ChiCubs,James Russell
ChiCubs,Carlos Marmol
ChiCubs,Manny Corpas
ChiCubs,Alex Hinshaw
ChiCubs,Jairo Asencio
ChiCubs,Rafael Dolis
ChiCubs,Michael Bowden
ChiCubs,Alberto Cabrera
ChiSox,Alejandro De Aza
ChiSox,Kevin Youkilis
ChiSox,Adam Dunn
ChiSox,Paul Konerko
ChiSox,Alex Rios
ChiSox,A.J. Pierzynski
ChiSox,Dayan Viciedo
ChiSox,Alexei Ramirez
ChiSox,Gordon Beckham
ChiSox,Tyler Flowers
ChiSox,Orlando Hudson
ChiSox,Brent Morel
ChiSox,Jose Lopez
ChiSox,Dewayne Wise
ChiSox,Jordan Danks
ChiSox,Jake Peavy
ChiSox,Chris Sale
ChiSox,Gavin Floyd
ChiSox,Francisco Liriano
ChiSox,Jose Quintana
ChiSox,Philip Humber
ChiSox,John Danks
ChiSox,Dylan Axelrod
ChiSox,Matt Thornton
ChiSox,Brett Myers
ChiSox,Nate Jones
ChiSox,Addison Reed
ChiSox,Jesse Crain
