Arizona,Josh Rojas
Arizona,Ketel Marte
Arizona,Carson Kelly
Arizona,David Peralta
Arizona,Pavin Smith
Arizona,Christian Walker
Arizona,Josh VanMeter
Arizona,Nick Ahmed
Arizona,Daulton Varsho
Arizona,Andy Young
Arizona,Ildemaro Vargas
Arizona,Kole Calhoun
Arizona,Jake McCarthy
Arizona,Josh Reddick
Arizona,Merrill Kelly
Arizona,Madison Bumgarner
Arizona,Zac Gallen
Arizona,Taylor Widener
Arizona,Luke Weaver
Arizona,Tyler Gilbert
Arizona,Humberto Castellanos
Arizona,Joe Mantiply
Arizona,Brett de Geus
Arizona,J.B. Wendelken
Arizona,Taylor Clarke
Arizona,Caleb Smith
Arizona,Matt Peacock
Arizona,Noe Ramirez
Arizona,Kevin Ginkel
Arizona,Tyler Clippard
Atlanta,"Ronald Acuna, Jr."
Atlanta,Jorge Soler
Atlanta,Freddie Freeman
Atlanta,Ozzie Albies
Atlanta,Austin Riley
Atlanta,Adam Duvall
Atlanta,Marcell Ozuna
Atlanta,Dansby Swanson
Atlanta,Joc Pederson
Atlanta,Stephen Vogt
Atlanta,Travis d'Arnaud
Atlanta,Guillermo Heredia
Atlanta,Ehire Adrianza
Atlanta,Eddie Rosario
Atlanta,Abraham Almonte
Atlanta,Charlie Morton
Atlanta,Max Fried
Atlanta,Ian Anderson
Atlanta,Drew Smyly
Atlanta,Huascar Ynoa
Atlanta,Touki Toussaint
Atlanta,Will M. Smith
Atlanta,Luke Jackson
Atlanta,Tyler Matzek
Atlanta,Richard Rodriguez
Atlanta,A.J. Minter
Atlanta,Chris Martin
Atlanta,Edgar Santana
Atlanta,Josh Tomlin
Atlanta,Jacob Webb
Baltimore,Cedric Mullins
Baltimore,Austin Hays
Baltimore,Trey Mancini
Baltimore,Ryan Mountcastle
Baltimore,Anthony Santander
Baltimore,DJ Stewart
Baltimore,Ramon Urias
Baltimore,Pedro Severino
Baltimore,Kelvin Gutierrez
Baltimore,Maikel Franco
Baltimore,Pat Valaika
Baltimore,Austin Wynns
Baltimore,Jorge Mateo
Baltimore,Ryan McKenna
Baltimore,Matt Harvey
Baltimore,John Means
Baltimore,Jorge Lopez
Baltimore,Keegan Akin
Baltimore,Bruce Zimmermann
Baltimore,Dean Kremer
Baltimore,Dillon Tate
Baltimore,Tanner Scott
